Unique_Investment_Identifier,Business_Case ID,Agency_Code,Agency_Name,Investment_Title,Project_ID,Agency_Project_ID,Project_Name,Duration_Year,Project_Status,Start_Date,Completion_Date,Planned_Project_Completion_Date,Projected_Actual_Project_Completion_Date,Schedule_Variance,Schedule_Variance,Lifecycle_Cost,Planned_Cost,Projected_Actual_Cost,Cost_Variance,Cost_Variance,Updated_Date,Updated_Time,Unique_Project_ID
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,317,,FY11 FAIM,0,onTime,2011-01-07T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,0,0,0.26,0.26,0.26,0,0,2011-02-11T00:00:00Z,10:27:07,6
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,318,,FY11 Security,0,onTime,2011-01-04T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,0,0,0.475,0.475,0.475,0,0,2012-06-19T00:00:00Z,13:15:42,7
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,319,,FY11 Pegasys upgrade,0,onTime,2011-01-04T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,0,0,0.065,0.065,0.039,0.026,40,2011-02-11T00:00:00Z,10:27:07,8
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,320,,FY11 NEAR,0,onTime,2011-01-04T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,0,0,0.5,0.5,0.3,0.2,40,2011-02-11T00:00:00Z,10:27:07,9
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,321,,FY12 BAAR Investment,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,14.718,14.718,14.718,0,0,2011-02-11T00:00:00Z,10:27:08,10
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,322,,FY12 BAAR Refresh,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,0.75,0.75,0.75,0,0,2011-02-11T00:00:00Z,10:27:08,11
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,323,,FY12 Reporting Strategy/Business Objects,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,1.5,1.5,1.5,0,0,2011-02-11T00:00:00Z,10:27:08,12
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,324,,FY12 BAAR Bill Design,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,2.5,2.5,2.5,0,0,2011-02-11T00:00:00Z,10:27:08,13
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,325,,FY12 Security,0,onTime,2012-02-04T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0,0,1,1,1,0,0,2012-06-19T00:00:00Z,13:15:42,14
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,326,,FY12 Standard Acquisition Interface,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,2,2,2,0,0,2012-01-19T00:00:00Z,09:52:49,15
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,327,,FY12 Quality Assurance Support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,0.704,0.704,0.704,0,0,2012-01-19T00:00:00Z,09:52:49,16
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,328,,FY12 Enterprise Business,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,0.25,0.25,0.25,0,0,2011-02-11T00:00:00Z,10:27:08,17
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,329,,FY12 NEAR,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,0.5,0.5,0.5,0,0,2011-02-11T00:00:00Z,10:27:08,18
023-000003060,602,23,General Services Administration,Cloud Computing,330,,Data Center Consolidation,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.732,0.732,0.732,0,0,2012-07-13T00:00:00Z,07:40:31,1
023-000003060,602,23,General Services Administration,Cloud Computing,331,,Cloud Computing,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.492,0.492,0.492,0,0,2012-07-13T00:00:00Z,07:40:31,2
023-000003060,602,23,General Services Administration,Cloud Computing,332,,Federal Risk and Authorization Management Program,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,1.218,1.218,1.218,0,0,2012-07-13T00:00:00Z,07:40:31,3
024-000005072,1104,24,Department of Homeland Security,CBP - TECS Modernization,333,170359,Secondary Inspection,5,advance,2008-01-08T00:00:00Z,2013-09-28T00:00:00Z,2013-03-31T00:00:00Z,2012-08-29T00:00:00Z,212,20.35,33.753,8.326,6.642,1.684,20.23,2012-07-31T00:00:00Z,10:39:49,1
024-000005072,1104,24,Department of Homeland Security,CBP - TECS Modernization,334,172739,High Performance Primary Query and Manifest Processing,6,delay,2008-01-08T00:00:00Z,2014-09-29T00:00:00Z,,,-365,-69.13,31.768,8.646,8.828,-0.182,-2.11,2012-08-22T00:00:00Z,04:14:32,2
024-000005072,1104,24,Department of Homeland Security,CBP - TECS Modernization,335,172740,Travel Documents and Encounter Data,6,onTime,2009-01-12T00:00:00Z,2015-09-30T00:00:00Z,,,0,0,24.106,11.161,11.194,-0.033,-0.3,2012-08-22T00:00:00Z,04:14:32,3
024-000005072,1104,24,Department of Homeland Security,CBP - TECS Modernization,336,172741,Lookout Record Data Services,4,onTime,2010-01-05T00:00:00Z,2014-01-10T00:00:00Z,,,0,0,13.159,9.975,9.105,0.87,8.72,2012-08-22T00:00:00Z,04:14:32,4
024-000005072,1104,24,Department of Homeland Security,CBP - TECS Modernization,337,177900,Secondary Inspection Maintenance,11,delay,2010-01-11T00:00:00Z,2021-09-30T00:00:00Z,2011-11-30T00:00:00Z,2012-02-03T00:00:00Z,-93,-25.55,47.121,4.925,3.213,1.712,34.76,2012-03-30T00:00:00Z,03:10:26,5
024-000003030,321,24,Department of Homeland Security,USCIS - Integrated Document Production (IDP),338,180589,Redesigned EAD card,2,advance,2009-10-04T00:00:00Z,2012-02-28T00:00:00Z,2012-02-28T00:00:00Z,2011-10-24T00:00:00Z,127,12.05,0.063,0.063,0.063,0,0,2012-04-30T00:00:00Z,12:39:42,101
024-000003030,321,24,Department of Homeland Security,USCIS - Integrated Document Production (IDP),339,180681,CPSTR Relase 1.1,2,onTime,2009-04-30T00:00:00Z,2011-11-28T00:00:00Z,2011-10-24T00:00:00Z,2011-10-24T00:00:00Z,0,0,0.419,0.419,0.419,0,0,2012-04-30T00:00:00Z,12:39:42,201
024-000003030,321,24,Department of Homeland Security,USCIS - Integrated Document Production (IDP),340,180685,Optical Card Consumables Contract,5,delay,2007-01-03T00:00:00Z,2012-02-29T00:00:00Z,2012-02-29T00:00:00Z,2012-02-29T00:00:00Z,-184,-10.08,7.2,7.2,7.2,0,0,2012-02-29T00:00:00Z,08:46:43,301
024-000003030,321,24,Department of Homeland Security,USCIS - Integrated Document Production (IDP),341,180682,Non-Optical Card Consumables Contract,4,advance,2009-10-04T00:00:00Z,2014-09-04T00:00:00Z,2014-09-04T00:00:00Z,2014-08-04T00:00:00Z,1,0.05,2.3,2.3,2.3,0,0,2012-02-29T00:00:00Z,08:46:43,302
024-000003030,321,24,Department of Homeland Security,USCIS - Integrated Document Production (IDP),342,180684,Card Pesonalization System Technology Refreshment (CPSTR),4,onTime,2008-08-01T00:00:00Z,2013-06-01T00:00:00Z,2013-06-01T00:00:00Z,2013-06-01T00:00:00Z,0,0,2.4,2.4,2.4,0,0,2012-03-30T00:00:00Z,11:23:01,401
024-000003030,321,24,Department of Homeland Security,USCIS - Integrated Document Production (IDP),343,180680,Card Operations Services,2,onTime,2010-06-07T00:00:00Z,2013-05-07T00:00:00Z,2013-05-07T00:00:00Z,2013-05-07T00:00:00Z,0,0,2.5,2.5,2.5,0,0,2012-02-29T00:00:00Z,08:46:43,501
024-000005053,314,24,Department of Homeland Security,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),344,171125,M1 - e-Manifest Rail and Sea,6,delay,2005-07-21T00:00:00Z,2012-01-27T00:00:00Z,2012-05-01T00:00:00Z,2012-11-04T00:00:00Z,-97,-19.76,172.564,10.223,10.113,0.11,1.08,2012-03-05T00:00:00Z,05:57:41,1
024-000005053,314,24,Department of Homeland Security,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),345,171131,Cargo Control and Release Planning/ADE 2a/2b Approval Phase,1,delay,2010-10-09T00:00:00Z,2012-07-25T00:00:00Z,2012-07-23T00:00:00Z,2012-10-19T00:00:00Z,-88,-61.54,3,2.4,2.4,0,0,2012-08-22T00:00:00Z,04:14:29,2
024-000005053,314,24,Department of Homeland Security,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),346,176999,Task Order PROD,0,onTime,2011-06-05T00:00:00Z,2012-04-29T00:00:00Z,2012-04-29T00:00:00Z,2012-04-29T00:00:00Z,0,0,22.848,22.846,20.809,2.037,8.92,2012-08-22T00:00:00Z,04:14:29,4
024-000005053,314,24,Department of Homeland Security,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),347,177000,Task Order ECOM,1,onTime,2011-01-05T00:00:00Z,2012-04-30T00:00:00Z,2012-04-30T00:00:00Z,2012-04-30T00:00:00Z,0,0,29.563,28.143,29.269,-1.126,-4,2012-08-22T00:00:00Z,04:14:29,5
024-000005053,314,24,Department of Homeland Security,CBP - Automated Commercial Environment / International Trade Data System (ACE / ITDS),348,177753,ACE Infrastructure Support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,60.47,60.047,46.525,13.522,22.52,2012-03-05T00:00:00Z,05:57:42,6
024-000005119,389,24,Department of Homeland Security,CBP - Non-Intrusive Inspection (NII) Systems Program,349,172529,Large Scale FY08,6,advance,2006-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-08-30T00:00:00Z,30,8.98,181.204,17.442,17.442,0,0,2012-08-21T00:00:00Z,04:12:25,1
024-000005119,389,24,Department of Homeland Security,CBP - Non-Intrusive Inspection (NII) Systems Program,350,172526,Large Scale ARRA,4,advance,2009-01-03T00:00:00Z,2013-03-31T00:00:00Z,,,24,3.59,88.783,61.932,61.932,0,0,2012-08-21T00:00:00Z,04:12:25,2
024-000005119,389,24,Department of Homeland Security,CBP - Non-Intrusive Inspection (NII) Systems Program,351,172528,Small Scale ARRA,3,advance,2009-01-03T00:00:00Z,2012-07-31T00:00:00Z,2012-07-31T00:00:00Z,2012-06-29T00:00:00Z,32,7.51,12.214,0.777,0.777,0,0,2012-07-24T00:00:00Z,04:12:53,3
024-000005119,389,24,Department of Homeland Security,CBP - Non-Intrusive Inspection (NII) Systems Program,352,172530,Large Scale FY10,4,delay,2009-01-12T00:00:00Z,2013-01-31T00:00:00Z,,,-59,-10.75,42.861,31.408,31.408,0,0,2012-08-21T00:00:00Z,04:12:26,4
024-000005119,389,24,Department of Homeland Security,CBP - Non-Intrusive Inspection (NII) Systems Program,353,172533,NII Maintenance FY11,1,onTime,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,0,0,58.307,58.176,58.176,0,0,2011-10-31T00:00:00Z,10:08:37,5
024-000005119,389,24,Department of Homeland Security,CBP - Non-Intrusive Inspection (NII) Systems Program,354,172532,NII Acquisition FY11,3,onTime,2010-01-10T00:00:00Z,2013-09-30T00:00:00Z,,,0,0,46.456,46.45,46.45,0,0,2012-08-21T00:00:00Z,04:12:26,6
024-000005119,389,24,Department of Homeland Security,CBP - Non-Intrusive Inspection (NII) Systems Program,355,172531,NII Maintenance FY12,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,116.114,116.114,116.114,0,0,2012-08-21T00:00:00Z,04:12:26,7
023-000001290,623,23,General Services Administration,eLease,357,,eLease,5,onTime,2007-07-29T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,37.935079,1.111,1.020352,0.090648,8.16,2012-07-30T00:00:00Z,10:13:29,023-000001
023-000001290,623,23,General Services Administration,eLease,358,,REXUS Integration,1,delay,2011-01-28T00:00:00Z,2012-07-31T00:00:00Z,2012-07-31T00:00:00Z,2012-07-31T00:00:00Z,-31,-5.64,0.845544,0.845544,0.828965,0.016579,1.96,2012-07-30T00:00:00Z,10:13:29,023-000002
023-000001290,623,23,General Services Administration,eLease,359,,Oracle 11g,0,onTime,2012-01-09T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,1.169731,1.169731,1.157462,0.012269,1.05,2012-07-30T00:00:00Z,10:13:29,023-000003
023-000001290,623,23,General Services Administration,eLease,360,,eTMP Database,0,delay,2011-01-06T00:00:00Z,2011-09-15T00:00:00Z,2011-09-15T00:00:00Z,2011-09-16T00:00:00Z,-1,-0.94,0.156647,0.156647,0.153486,0.003161,2.02,2011-10-31T00:00:00Z,09:50:19,023-000004
023-000001290,623,23,General Services Administration,eLease,361,,Delegate,0,delay,2011-09-16T00:00:00Z,2011-05-12T00:00:00Z,2011-05-12T00:00:00Z,2011-02-12T00:00:00Z,-270,-337.5,0.07961,0.07961,0.07961,0,0,2012-01-19T00:00:00Z,09:52:53,023-000005
023-000004190,622,23,General Services Administration,IT Dashboard,362,,FY11 fund FY12 Host IT Dashboard,0,delay,2011-01-10T00:00:00Z,2011-12-31T00:00:00Z,2011-12-31T00:00:00Z,2011-12-31T00:00:00Z,-244,-268.13,0.17,0.0375,0.0375,0,0,2012-05-31T00:00:00Z,11:10:59,1
023-000004190,622,23,General Services Administration,IT Dashboard,363,,FY12 Host IT Dashboard,0,onTime,2012-01-01T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,1.36,0.3,0.3,0,0,2012-05-31T00:00:00Z,11:10:59,2
023-000004200,1100,23,General Services Administration,Performance Dashboards,364,,FY11 funding in FY12 Hosting,0,onTime,2011-01-10T00:00:00Z,2011-12-31T00:00:00Z,2011-12-31T00:00:00Z,2011-12-31T00:00:00Z,0,0,0.525,0.1125,0.1125,0,0,2012-02-22T00:00:00Z,09:22:07,1
023-000004200,1100,23,General Services Administration,Performance Dashboards,365,,FY12 Performance Hosting,0,onTime,2012-01-01T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,1.4,1.03333,1.03333,0,0,2012-05-31T00:00:00Z,11:11:03,2
023-000004070,945,23,General Services Administration,USA.gov Citizen Services,366,,FY12 USA.gov,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,11.258,11.258,11.258,0,0,2012-05-31T00:00:00Z,11:11:11,1
024-000005605,172,24,Department of Homeland Security,TSA - Secure Flight,367,176003,Functional Releases,1,advance,2011-03-22T00:00:00Z,2012-10-10T00:00:00Z,2012-10-10T00:00:00Z,2012-03-10T00:00:00Z,7,1.23,6.768,6.768,6.837,-0.069,-1.02,2012-08-22T00:00:00Z,04:14:15,100
024-000005605,172,24,Department of Homeland Security,TSA - Secure Flight,368,175995,SFUI Releases,0,delay,2011-08-23T00:00:00Z,2012-06-20T00:00:00Z,2012-06-20T00:00:00Z,2012-03-10T00:00:00Z,-105,-38.18,3.586,3.586,3.154,0.432,12.05,2012-08-22T00:00:00Z,04:14:15,200
024-000005605,172,24,Department of Homeland Security,TSA - Secure Flight,369,175994,RMS Releases,1,delay,2011-08-02T00:00:00Z,2012-08-13T00:00:00Z,2012-08-13T00:00:00Z,2012-09-20T00:00:00Z,-38,-6.88,3.773,3.773,3.438,0.335,8.88,2012-08-22T00:00:00Z,04:14:15,300
024-000005605,172,24,Department of Homeland Security,TSA - Secure Flight,370,175996,Maintenance Releases BY 11 Q4,0,onTime,2011-01-09T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,0,0,0.204,0.204,0.204,0,0,2011-10-27T00:00:00Z,04:36:34,400
024-000005605,172,24,Department of Homeland Security,TSA - Secure Flight,371,175993,Maintenance Releases BY 12,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,2.448,2.448,2.448,0,0,2012-08-22T00:00:00Z,04:14:15,500
024-000005624,171,24,Department of Homeland Security,TSA - Security Technology Integrated Program (STIP),372,176127,TSE Data Management (TDM) FY2011,1,delay,2010-01-10T00:00:00Z,2011-01-10T00:00:00Z,2011-01-10T00:00:00Z,2011-05-10T00:00:00Z,-4,-3.28,3.69,3.69,3.69,0,0,2012-07-30T00:00:00Z,11:18:43,1
024-000005624,171,24,Department of Homeland Security,TSA - Security Technology Integrated Program (STIP),373,176128,TSE Data Management (TDM) FY2012,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-06-30T00:00:00Z,2012-06-30T00:00:00Z,0,0,2.667,1.32,1.32,0,0,2012-07-30T00:00:00Z,11:18:43,2
024-000005624,171,24,Department of Homeland Security,TSA - Security Technology Integrated Program (STIP),374,176126,Remote Monitoring and Maintenance /Maintenance Ticket Application (RMM/MTA) FY2011,1,delay,2011-01-06T00:00:00Z,2012-01-23T00:00:00Z,2012-12-01T00:00:00Z,2012-01-23T00:00:00Z,-11,-4.89,0.621,0.621,0.621,0,0,2012-07-30T00:00:00Z,11:18:43,3
024-000005624,171,24,Department of Homeland Security,TSA - Security Technology Integrated Program (STIP),375,178709,Remote Monitoring and Maintenance /Maintenance Ticket Application (RMM/MTA) FY2012,1,delay,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-04-21T00:00:00Z,2012-04-30T00:00:00Z,-9,-4.43,2.308,2.308,2.308,0,0,2012-07-30T00:00:00Z,11:18:43,4
024-000005624,171,24,Department of Homeland Security,TSA - Security Technology Integrated Program (STIP),376,176125,Security Equipment Modernization (SEM) FY2011,0,onTime,2010-11-16T00:00:00Z,2011-11-15T00:00:00Z,2011-11-15T00:00:00Z,2011-11-15T00:00:00Z,0,0,2.99,2.99,2.99,0,0,2012-07-30T00:00:00Z,11:18:43,5
024-000005624,171,24,Department of Homeland Security,TSA - Security Technology Integrated Program (STIP),377,178707,Security Equipment Modernization (SEM) FY2012,1,onTime,2011-01-10T00:00:00Z,2012-09-28T00:00:00Z,2012-09-15T00:00:00Z,2012-09-15T00:00:00Z,0,0,5.374,5.374,5.374,0,0,2012-07-30T00:00:00Z,11:18:43,6
024-000006005,195,24,Department of Homeland Security,USCG - Nationwide Automatic Identification System (NAIS),378,177936,Increment 2,4,onTime,2008-12-12T00:00:00Z,2012-12-31T00:00:00Z,,,0,0,45.1,11.768,11.186,0.582,4.95,2012-08-21T00:00:00Z,04:12:14,1
024-000006005,195,24,Department of Homeland Security,USCG - Nationwide Automatic Identification System (NAIS),379,177935,Maintenance Support,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,6.488,6.488,6.682,-0.194,-2.99,2012-02-08T00:00:00Z,06:25:02,2
024-000001110,157,24,Department of Homeland Security,DHS - Homeland Secure Data Network (HSDN),380,171127,State and Local Fusion Center Build Out or Relocation,2,delay,2011-03-10T00:00:00Z,2013-03-30T00:00:00Z,,,-1,-0.18,3.57,3.22,2.98,0.24,7.45,2012-08-23T00:00:00Z,04:14:05,1
024-000001110,157,24,Department of Homeland Security,DHS - Homeland Secure Data Network (HSDN),381,171128,HSDN Enhancements,1,onTime,2011-04-15T00:00:00Z,2012-09-28T00:00:00Z,,,0,0,3.85,1.8,0.916,0.884,49.11,2012-08-23T00:00:00Z,04:14:05,2
024-000006010,200,24,Department of Homeland Security,USCG - Direct Access,382,176884,Direct Access Technical Refresh,5,onTime,2010-02-08T00:00:00Z,2016-01-07T00:00:00Z,,,0,0,7.509,7.509,6.729,0.78,10.39,2012-07-27T00:00:00Z,04:37:18,1
024-000006010,200,24,Department of Homeland Security,USCG - Direct Access,383,176886,Direct Access Maintenance,5,onTime,2011-01-06T00:00:00Z,2016-01-07T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,3.094,3.094,3.222,-0.128,-4.14,2012-04-30T00:00:00Z,09:25:21,2
024-000005633,179,24,Department of Homeland Security,TSA - Crew Vetting,384,176214,IBM Oasis WO#46,1,onTime,2011-08-25T00:00:00Z,2012-09-28T00:00:00Z,2012-08-31T00:00:00Z,2012-08-31T00:00:00Z,0,0,0.945,0.645,1.314,-0.669,-103.72,2012-08-22T00:00:00Z,04:14:24,122
024-000003129,419,24,Department of Homeland Security,USCIS - Infrastructure (Enterprise),386,175950,IT Physical Plant/HVAC/Electrical,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,21.15,4.578,4.578,0,0,2012-06-29T00:00:00Z,03:55:37,3
024-000003129,419,24,Department of Homeland Security,USCIS - Infrastructure (Enterprise),387,175948,IT Data and Voice Systems (hardware Upgrades),1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,7.018,7.018,7.018,0,0,2012-02-29T00:00:00Z,14:50:33,4
024-000003129,419,24,Department of Homeland Security,USCIS - Infrastructure (Enterprise),388,175953,Video Upgrade Project,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,2.4,0.571,0.571,0,0,2012-02-29T00:00:00Z,14:50:33,5
024-000003129,419,24,Department of Homeland Security,USCIS - Infrastructure (Enterprise),389,175943,Windows 7 and Office 2010,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,5.32,0.013,0.013,0,0,2012-06-29T00:00:00Z,03:55:37,6
024-000003129,419,24,Department of Homeland Security,USCIS - Infrastructure (Enterprise),390,175946,Video End-of-Life (EOL),1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,11.03,0.033,0.033,0,0,2012-02-29T00:00:00Z,14:50:33,7
024-000003129,419,24,Department of Homeland Security,USCIS - Infrastructure (Enterprise),391,175944,Voice EOL,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,8.743,0.031,0.031,0,0,2012-02-29T00:00:00Z,14:50:33,8
024-000003129,419,24,Department of Homeland Security,USCIS - Infrastructure (Enterprise),392,175956,Application & Network Monitoring,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,12.6,0.008,0.008,0,0,2012-06-29T00:00:00Z,03:55:37,9
024-000003129,419,24,Department of Homeland Security,USCIS - Infrastructure (Enterprise),393,175940,Telework Expansion (Citrix Enterprise Telework Project),1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,3.223,0.237,0.237,0,0,2012-06-29T00:00:00Z,03:55:37,10
024-000003129,419,24,Department of Homeland Security,USCIS - Infrastructure (Enterprise),394,175954,Data Server Suites,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,2.55,0.503,0.503,0,0,2012-02-29T00:00:00Z,14:50:33,11
024-000003129,419,24,Department of Homeland Security,USCIS - Infrastructure (Enterprise),395,175936,Data & Voice circuits,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,7.05,7.05,7.05,0,0,2012-02-29T00:00:00Z,14:50:33,12
024-000006343,204,24,Department of Homeland Security,USCG - C4ISR,410,174092,Segment 2,2,delay,2009-04-16T00:00:00Z,2011-12-31T00:00:00Z,2011-12-31T00:00:00Z,2012-01-31T00:00:00Z,-31,-5.66,142.98,56.478,43.862,12.616,22.34,2012-03-26T00:00:00Z,07:59:37,1
024-000006343,204,24,Department of Homeland Security,USCG - C4ISR,411,175979,Prototype Segment 2,1,onTime,2011-01-11T00:00:00Z,2012-12-31T00:00:00Z,2012-12-31T00:00:00Z,2012-12-31T00:00:00Z,0,0,22.7,22.7,22.7,0,0,2012-06-29T00:00:00Z,03:55:41,2
